BuildingClass,ZoningClassification,StreetFrontage,PlotSize,StreetType,AlleyAccess,PlotShape,LandFlatness,UtilitiesAvailable,PlotConfiguration,PlotSlope,BusinessDistrict,Proximity1,Proximity2,BuildingType,BuildingStyle,BuildingGrade,BuildingCondition,ConstructionYear,RenovationYear,RoofType,RoofMaterial,ExteriorCovering1,ExteriorCovering2,ExteriorFinishType,ExteriorFinishArea,ExteriorQuality,ExteriorCondition,FoundationType,BasementQuality,BasementCondition,BasementExposure,BasementFinishType1,FinishedBasementArea1,BasementFinishType2,FinishedBasementArea2,UnfinishedBasementArea,BasementArea,HeatingType,HeatingQuality,CentralAirConditioning,ElectricalSystem,GroundFloorArea,UpperFloorArea,LowQualityArea,OfficeSpace,BasementRestrooms,BasementHalfRestrooms,Restrooms,HalfRestrooms,MeetingRooms,Pantries,PantryQuality,TotalRooms,FunctionalityRating,ConferenceRooms,ConferenceRoomQuality,ParkingType,ParkingConstructionYear,ParkingFinish,ParkingSpots,ParkingArea,ParkingQuality,ParkingCondition,PavedAccess,TerraceArea,OpenBalconyArea,EnclosedBalconyArea,3SsnPorch,ScreenedArea,RecreationArea,RecreationQuality,Perimeter,MiscellaneousFeature,MiscellaneousValue,MonthListed,YearListed,ListingType,ListingCondition,OfficeCategory
60.0,RL,60.0,11873.671918300732,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1914.0,1950.0,Gable,CompShg,VinylSd,MetalSd,,0.0,TA,TA,CBlock,Fa,TA,Mn,Unf,276.0,Unf,0.0,151.0,540.0768397123614,GasA,TA,Y,SBrkr,936.0,677.0,0.0,1440.0,0,0,1,0,3,1,TA,6,Maj2,1,TA,Attchd,1950.0,Unf,2,470.0,TA,TA,Y,137.6540337207877,36.0,99.4342285365469,0.0,0.0,0.0,,,,0.0,2.0,2008.0,WD,Normal,0
20.0,RL,,12698.955793238878,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5.0,6.0,1924.0,1950.0,Gable,CompShg,VinylSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1568.0,1248.0905859351672,GasA,Ex,Y,SBrkr,1258.0,0.0,0.0,920.6149017364573,0,0,1,0,2,1,TA,4,Typ,1,,Attchd,1939.0,Unf,1,402.0,TA,TA,Y,0.0,48.0,216.0,0.0,192.0,0.0,,,,0.0,11.0,2008.0,WD,Normal,1
60.0,RL,35.0,6610.392697302056,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Twnhs,1Story,6.0,8.0,1940.0,1999.0,Gable,CompShg,WdShing,Wd Shng,,270.0,TA,TA,CBlock,TA,TA,Av,ALQ,800.0,ALQ,763.0824133984268,140.0,864.0,GasA,Ex,Y,SBrkr,1220.0,0.0,0.0,1550.0,1,0,1,0,2,1,Gd,6,Typ,0,NA,Attchd,1949.0,,2,470.0,TA,TA,Y,100.0,51.0,0.0,0.0,0.0,0.0,,NA,,0.0,7.0,2009.0,WD,Normal,0
20.0,RL,80.0,14059.93836214108,Grvl,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,Twnhs,1Story,8.0,5.0,2009.0,2007.0,Gable,CompShg,Wd Sdng,VinylSd,,92.0,Gd,TA,PConc,Gd,Fa,Av,LwQ,273.0,Unf,0.0,728.0,1666.4710419330893,GasA,Ex,Y,SBrkr,1801.5804885346668,0.0,0.0,1464.0,0,0,1,0,2,1,Ex,6,Typ,1,,Attchd,2009.0,RFn,2,577.0,Fa,TA,Y,483.0,53.0,0.0,0.0,156.0,0.0,,,,0.0,5.0,2006.0,WD,Normal,3
50.0,RL,60.0,7091.271802558368,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,5.0,5.0,2004.0,1976.0,Gable,CompShg,VinylSd,Plywood,,0.0,TA,TA,PConc,Gd,TA,No,Rec,437.2402050119873,Unf,0.0,384.0,600.0,GasA,Ex,Y,SBrkr,624.0,1159.3477874094685,0.0,1501.0,1,0,2,1,4,1,TA,7,Typ,0,,Detchd,2000.0,RFn,2,460.0,TA,,Y,297.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2007.0,WD,Normal,2
50.0,FV,,12119.938820264855,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,6.0,6.0,1971.0,2000.0,Gable,CompShg,VinylSd,Wd Sdng,,130.66807607151873,TA,TA,CBlock,TA,TA,No,Unf,0.0,Rec,391.0,537.9563079535527,943.0,GasA,TA,Y,SBrkr,744.4030507603737,780.2444612542387,0.0,1456.0,1,0,1,1,3,1,Gd,7,Typ,1,TA,Attchd,1970.0,Fin,2,596.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD,Alloca,1
85.0,RL,82.0,15531.255449228274,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,SLvl,8.0,5.0,2003.0,2007.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180.857610496056,Unf,0.0,160.0,894.0,GasA,Ex,Y,SBrkr,1085.8510812297006,1142.0,0.0,2497.899312994378,2,0,2,1,3,1,Gd,8,Typ,1,,Attchd,2005.0,Fin,3,931.0396146248438,TA,TA,Y,290.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2007.0,WD,Normal,4
20.0,RL,,7406.332881759979,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8.0,6.0,2005.0,2007.0,Shed,CompShg,VinylSd,MetalSd,,361.550680909582,Ex,TA,PConc,Ex,TA,No,BLQ,210.0,Unf,0.0,1497.4168474508306,1705.9095539207638,GasA,Ex,Y,SBrkr,1259.0475526482448,0.0,0.0,1501.0,1,0,2,0,4,1,Gd,6,Typ,1,,Attchd,2000.0,RFn,2,484.0,,TA,Y,0.0,132.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,2007.0,Oth,Partial,4
20.0,RL,60.0,7698.223121921864,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,1Fam,2Story,5.0,6.0,1998.0,1998.0,Gable,CompShg,Wd Sdng,Wd Sdng,,215.0,TA,TA,CBlock,Gd,TA,Av,GLQ,330.24810355613295,Unf,0.0,747.0,864.0,GasA,Ex,Y,SBrkr,520.0,0.0,0.0,495.4131639910662,0,1,1,0,1,1,TA,3,Typ,0,,Attchd,,Unf,2,300.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2007.0,WD,Normal,2
20.0,RL,80.0,13495.044856702929,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6.0,6.0,1966.0,1995.0,Gable,CompShg,MetalSd,MetalSd,,132.0,Gd,TA,CBlock,Gd,TA,No,GLQ,1445.1165692692778,Unf,0.0,482.0,1381.813646126307,GasA,Ex,Y,SBrkr,1743.0,0.0,0.0,1648.0,1,0,1,0,3,1,TA,7,Typ,1,Gd,BuiltIn,1987.0,RFn,1,460.0,TA,TA,Y,0.0,75.10045273212246,0.0,0.0,0.0,0.0,,,,414.04818271010424,7.0,2009.0,WD,Normal,1
20.0,FV,,13072.0,Grvl,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,6.0,6.0,1999.0,1998.0,Gable,CompShg,Plywood,VinylSd,Stone,0.0,TA,TA,PConc,TA,TA,No,Unf,208.92035803682947,Unf,0.0,200.0,1056.0,GasA,Ex,Y,SBrkr,1167.1899097284675,0.0,0.0,1367.0,1,0,2,0,3,1,Gd,6,Typ,1,NA,Detchd,2005.0,RFn,2,517.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2008.0,WD,Normal,2
160.0,RL,34.0,4085.371065422654,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,TwnhsE,2Story,4.0,5.0,1962.0,1950.0,Gable,CompShg,MetalSd,Plywood,,178.0,TA,TA,PConc,TA,TA,No,LwQ,246.94883271039723,Unf,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,546.0,753.1544505654058,0.0,1016.4011852287431,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1957.0,Unf,1,252.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2008.0,WD,Normal,1
20.0,RL,,10110.0,Pave,,Reg,Lvl,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,SLvl,5.0,5.0,1967.0,1987.0,Hip,CompShg,HdBoard,HdBoard,,120.0,TA,TA,CBlock,Gd,TA,Av,GLQ,456.0,Unf,0.0,638.0,1104.0,GasA,TA,N,SBrkr,936.0,0.0,0.0,845.0,1,0,1,0,2,1,TA,4,Typ,1,,Attchd,1977.0,Unf,2,540.0,TA,TA,Y,224.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2006.0,WD,Normal,1
80.0,RM,24.0,8020.897037963327,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,TwnhsE,2.5Unf,7.0,5.0,2003.0,1967.0,Gable,CompShg,VinylSd,CmentBd,,290.0,TA,TA,PConc,TA,TA,No,Unf,0.0,LwQ,264.0,1103.2060781261243,984.0,GasA,Ex,Y,SBrkr,855.0,527.3394745525238,0.0,1456.0,0,0,1,1,2,1,Gd,5,Typ,0,,Attchd,1976.0,RFn,2,656.0,TA,TA,Y,0.0,121.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2006.0,WD,Normal,3
20.0,RL,67.0,13392.135803509535,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7.0,5.0,1966.0,1968.0,Gable,CompShg,BrkFace,HdBoard,,128.0,Gd,TA,PConc,Gd,TA,No,Rec,0.0,Unf,0.0,1560.0,1822.0,GasA,Ex,Y,SBrkr,1611.4661719994194,0.0,0.0,1472.0,1,0,2,0,2,1,Gd,5,Typ,1,,Attchd,2003.0,Unf,2,758.0,TA,TA,Y,205.61661544172895,40.0,0.0,0.0,0.0,0.0,,,,497.8910623008963,5.0,2008.0,WD,Normal,3
90.0,RM,60.0,8406.158028111633,Pave,,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,8.0,8.0,1946.0,1986.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,BrkTil,TA,TA,No,BLQ,485.3241817933435,Unf,0.0,480.0,1356.9796461260166,GasA,Ex,Y,SBrkr,1614.0,728.0,0.0,2476.28915827164,0,0,2,0,3,1,Gd,10,Typ,1,TA,Attchd,1962.0,Fin,2,540.0,,TA,Y,161.0,0.0,361.2770955769531,0.0,0.0,0.0,,,,0.0,6.0,2007.0,WD,Normal,4
20.0,RL,106.0,9184.293238644825,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,6.0,5.0,2001.0,1996.0,Hip,CompShg,VinylSd,VinylSd,Stone,270.0,TA,TA,PConc,Gd,TA,Gd,ALQ,902.0,Unf,0.0,0.0,858.0,GasA,TA,Y,SBrkr,1060.0,0.0,0.0,1031.1565272237465,1,0,1,0,3,1,Gd,6,Typ,0,,Attchd,2005.0,Unf,1,283.0,Fa,TA,Y,250.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,2007.0,COD,Normal,0
60.0,RM,,6761.790827283251,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,1Story,5.0,5.0,1940.0,1950.0,Gable,CompShg,Plywood,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,Mn,ALQ,655.0,Unf,0.0,460.0706795475278,1040.0,GasA,Fa,Y,SBrkr,1276.0,0.0,0.0,774.7279294528676,1,0,1,0,0,1,TA,4,Typ,1,NA,Attchd,1950.0,NA,1,311.0,TA,TA,Y,0.0,0.0,0.0,0.0,411.2987188678681,0.0,,,,0.0,8.0,2007.0,WD,Normal,3
60.0,RL,32.0,1680.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,1992.0,1995.0,Gable,CompShg,HdBoard,BrkFace,,268.0,Gd,TA,BrkTil,,Gd,Av,GLQ,644.764687592778,Unf,0.0,1680.0,1495.3560477166845,GasA,Gd,Y,SBrkr,872.0,707.0,0.0,1534.0,0,0,2,1,3,1,TA,6,Typ,1,,Detchd,1963.0,Unf,1,264.0,TA,TA,Y,36.0,0.0,0.0,0.0,0.0,0.0,,NA,,0.0,4.0,2009.0,WD,Abnorml,3
20.0,RL,149.52351510221177,18268.403114370358,Pave,,IR1,HLS,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7.0,5.0,1924.0,1950.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,NA,No,Unf,308.7128674069461,NA,0.0,738.0,1013.9984372036946,GasA,TA,Y,SBrkr,1765.28578953768,630.0,0.0,2392.8566510436194,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1965.0,Unf,1,264.0,TA,TA,N,0.0,0.0,189.48331700235664,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD,Abnorml,4
120.0,RL,70.0,6616.236879902813,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6.0,5.0,2003.0,2006.0,Flat,CompShg,HdBoard,CmentBd,BrkFace,0.0,Gd,TA,PConc,TA,TA,NA,Unf,0.0,Unf,0.0,503.0,804.0,GasA,Ex,Y,SBrkr,1130.9550206108809,841.4767408923606,0.0,1977.9601892996372,0,0,2,1,4,1,Gd,7,Typ,0,NA,Attchd,1998.0,Fin,3,1105.5097881659462,Gd,Gd,Y,85.0,58.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2008.0,WD,Normal,3
120.0,RL,60.0,5400.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1.5Fin,5.0,3.0,2003.0,1971.0,Gable,CompShg,HdBoard,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,520.0,Unf,0.0,528.0,1062.0,GasA,Ex,N,FuseA,1044.0,0.0,0.0,1388.0,1,0,2,0,3,2,TA,6,Typ,0,,Attchd,1992.0,RFn,2,528.0,,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2007.0,WD,Normal,1
60.0,RM,65.0,7699.747820327949,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,8.0,5.0,2005.0,2006.0,Hip,CompShg,HdBoard,Plywood,,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,712.0,1235.0,GasA,Ex,Y,SBrkr,1196.0,0.0,0.0,1387.0,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2006.0,RFn,2,540.0,TA,TA,Y,160.0,64.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2007.0,WD,Normal,3
20.0,FV,100.0,13650.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,8.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,Wd Sdng,,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,443.82734125078815,Rec,0.0,1031.9075271781114,2005.231300745046,GasA,Ex,Y,SBrkr,1535.0,0.0,0.0,1627.6692101702863,1,0,1,1,3,1,Gd,7,Typ,1,,Attchd,2004.0,,3,691.0,TA,TA,Y,507.1762525136214,183.07107005687115,0.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,WD,Normal,4
50.0,RM,,9770.375734680923,Pave,,IR1,HLS,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,6.0,7.0,1929.0,1954.0,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,Av,GLQ,622.4794743726247,LwQ,0.0,604.6774815802228,1301.8757985770856,GasA,Ex,Y,SBrkr,965.4377586228449,850.106968856957,0.0,1720.108334037705,1,0,1,0,3,1,TA,7,Typ,1,,,1955.0,,2,286.0,TA,TA,Y,120.0,39.748237409065595,0.0,0.0,0.0,0.0,,,,0.0,2.0,2009.0,WD,Abnorml,1
90.0,RM,81.0,13563.09523147441,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,7.0,6.0,1976.0,2004.0,Hip,CompShg,VinylSd,Stucco,BrkFace,209.21365631338446,Gd,Gd,CBlock,Gd,TA,Gd,GLQ,1012.5101553922566,Unf,0.0,312.0,1297.0659586510214,GasA,TA,Y,SBrkr,1113.0,624.0,0.0,1837.6706354410971,1,0,1,1,3,1,Gd,8,Typ,1,,Detchd,1979.0,RFn,2,579.8045260124278,TA,TA,Y,0.0,0.0,0.0,0.0,144.0,0.0,,,,0.0,9.0,2007.0,WD,Abnorml,3
50.0,RL,,10134.0,Pave,,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,6.0,5.0,1976.0,1975.0,Gable,CompShg,HdBoard,Plywood,,178.0,Gd,TA,PConc,Gd,TA,No,LwQ,0.0,Unf,0.0,994.2337176399667,948.0,GasA,Ex,Y,SBrkr,1128.0,862.0,0.0,2371.1047267983777,0,0,3,0,4,1,Gd,7,Typ,1,,Detchd,2003.0,Unf,2,502.0,TA,TA,Y,0.0,0.0,192.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,New,Normal,4
30.0,RL,62.0,10553.573471875598,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRNe,Norm,1Fam,2Story,5.0,5.0,1990.0,2003.0,Gable,CompShg,MetalSd,Plywood,,0.0,TA,TA,PConc,Gd,TA,Av,,0.0,Rec,124.93382112224383,757.6830444290607,1050.0,GasA,Gd,Y,SBrkr,797.2233843343566,567.0,0.0,1298.0,0,0,1,1,4,1,Gd,5,Typ,0,NA,Attchd,,Fin,2,440.0,TA,TA,Y,0.0,54.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2007.0,WD,Normal,0
160.0,RL,,7018.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6.0,5.0,1949.0,1950.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,306.0,TA,TA,PConc,TA,TA,Gd,ALQ,726.4779024841307,Unf,0.0,25.0,576.0,GasA,Ex,Y,SBrkr,910.0,0.0,0.0,1094.0,0,0,2,0,2,1,TA,5,Typ,1,,,1971.0,RFn,1,264.0,TA,TA,Y,140.0,0.0,0.0,0.0,0.0,0.0,,,,500.0,7.0,2009.0,COD,Normal,1
60.0,RL,68.0,11640.988347398863,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,8.0,5.0,2004.0,2006.0,Hip,CompShg,VinylSd,VinylSd,,229.64622456102504,Gd,TA,CBlock,Ex,TA,Av,GLQ,476.0,Unf,0.0,1462.5067085299197,1686.0,GasA,Ex,Y,SBrkr,1422.0,517.6977631312387,0.0,1992.687944499057,0,0,2,1,3,1,Gd,7,Typ,3,,Attchd,2003.0,Fin,2,482.0,TA,TA,Y,519.0707879166694,62.91192500000576,0.0,0.0,0.0,0.0,,,,0.0,11.0,2009.0,WD,Partial,4
90.0,RL,,4189.519869013218,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Artery,Norm,TwnhsE,1Story,6.0,5.0,1994.0,1968.0,Gable,CompShg,VinylSd,Wd Sdng,,164.0,Gd,TA,PConc,TA,NA,No,Unf,0.0,Unf,0.0,479.21774587459686,449.4543410088081,GasA,Ex,Y,SBrkr,769.0,546.0,0.0,1092.0,1,0,2,0,2,1,Gd,5,Typ,1,TA,,,Unf,1,264.0,TA,TA,Y,130.18903180010813,25.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,WD,Normal,0
90.0,RL,,10556.428151283546,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7.0,6.0,1999.0,1990.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,Gd,No,GLQ,1435.1559581915913,LwQ,0.0,768.0,2045.3333520532924,GasA,Ex,Y,SBrkr,960.0,1040.0,0.0,1939.5110960581233,1,0,2,1,3,1,Ex,8,Typ,1,TA,Attchd,2003.0,Fin,2,550.0,TA,TA,Y,669.5929097313194,55.0,0.0,0.0,0.0,0.0,,NA,,0.0,9.0,2009.0,WD,Partial,4
20.0,RL,73.0,15231.505160331666,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,5.0,1972.0,1979.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,TA,TA,Mn,GLQ,1410.278734626278,Unf,0.0,0.0,1153.0,GasA,Ex,Y,SBrkr,1154.1076600001643,0.0,0.0,1154.0,1,0,1,0,3,1,TA,5,Typ,1,NA,Attchd,1969.0,Unf,1,320.0,TA,TA,Y,0.0,53.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2009.0,WD,Normal,0
70.0,RL,86.0,10530.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7.0,5.0,1997.0,1959.0,Gable,CompShg,VinylSd,VinylSd,,204.594773692402,Gd,TA,PConc,Ex,TA,Gd,GLQ,786.0,Unf,0.0,480.0,1280.0,GasA,Ex,Y,SBrkr,991.0,1062.5774299636653,0.0,1844.0,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Detchd,1992.0,Unf,2,286.0,,TA,Y,252.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2008.0,WD,Normal,3
20.0,RL,57.0,9185.139660629795,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Artery,Norm,1Fam,1Story,5.0,8.0,1918.0,1998.0,Gable,CompShg,VinylSd,Wd Sdng,,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,214.3100939860779,624.0,GasA,TA,Y,SBrkr,597.5892425426782,0.0,0.0,855.4596402953326,0,0,1,0,3,1,TA,4,Typ,0,NA,Detchd,1955.0,Unf,1,451.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,2010.0,WD,Normal,2
60.0,RL,65.0,11600.0,Pave,,IR1,HLS,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6.0,4.0,2005.0,1950.0,Gable,CompShg,VinylSd,MetalSd,BrkFace,450.9713464942786,TA,TA,PConc,Gd,TA,No,GLQ,1436.7004801279556,Rec,380.00064541578394,120.0,1625.0,GasA,Gd,Y,SBrkr,1048.2132140055282,0.0,0.0,1364.0,1,0,2,1,3,1,TA,7,Typ,2,Gd,,1965.0,Fin,2,542.0,TA,TA,Y,266.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,WD,Abnorml,2
60.0,RL,85.0,9600.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,7.0,5.0,1999.0,1961.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,LwQ,444.06189652480214,Unf,0.0,88.0,844.163676225273,GasA,Gd,Y,SBrkr,1472.0,0.0,0.0,1646.0,1,0,1,1,2,1,Gd,6,Typ,1,Gd,Attchd,1991.0,RFn,1,480.0,TA,TA,Y,0.0,90.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2008.0,WD,Normal,3
20.0,RL,74.0,15837.954542215644,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1987.0,1956.0,Gable,CompShg,MetalSd,VinylSd,,85.0,TA,TA,PConc,TA,TA,No,GLQ,1201.0,,0.0,0.0,816.0,GasA,TA,Y,SBrkr,1142.0,0.0,0.0,999.0,1,0,1,0,3,1,TA,5,Typ,0,,BuiltIn,1993.0,Unf,1,336.0,TA,Fa,Y,0.0,0.0,128.0,0.0,0.0,0.0,,,,500.0,5.0,2007.0,WD,Normal,0
70.0,RL,100.0,11884.794400437433,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6.0,7.0,1923.0,1960.0,Gable,CompShg,CemntBd,Plywood,,97.35492817581779,Gd,TA,BrkTil,TA,TA,No,LwQ,182.0,Unf,0.0,569.0,1040.0,GasA,TA,Y,SBrkr,1052.0,864.0,0.0,1718.2685698448809,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,1959.0,RFn,2,580.0,TA,TA,Y,0.0,34.0,176.0,0.0,0.0,0.0,,GdPrv,,0.0,5.0,2006.0,WD,Normal,2
160.0,RL,65.0,3673.1141535673564,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,9.0,5.0,2007.0,2008.0,Gable,CompShg,Wd Sdng,Wd Sdng,,89.0,Ex,TA,Slab,Gd,TA,No,,0.0,Unf,0.0,224.93853369988605,912.0,GasA,Ex,Y,SBrkr,924.0,1140.0,0.0,2352.5026234694383,0,0,2,1,3,1,Ex,8,Typ,1,TA,Attchd,2006.0,Fin,2,648.0,TA,TA,Y,334.98659981885083,51.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2008.0,WD,Normal,4
160.0,RL,,1402.5773050371356,Pave,,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,5.0,5.0,1959.0,1965.0,Gable,CompShg,CemntBd,HdBoard,,0.0,TA,TA,PConc,NA,NA,No,LwQ,616.0,Unf,0.0,170.38077174871887,0.0,GasA,TA,Y,SBrkr,737.2981808437261,0.0,0.0,864.0,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1920.0,Unf,1,0.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2008.0,WD,Normal,1
60.0,RL,,5000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1.5Fin,5.0,6.0,1950.0,1950.0,Hip,CompShg,HdBoard,HdBoard,,178.72086382785406,TA,Gd,CBlock,TA,TA,No,,1306.3669903016362,GLQ,1125.2308597254214,480.0,1700.0,GasA,TA,Y,SBrkr,1284.0,0.0,0.0,1085.3916337410171,1,0,1,1,2,2,TA,4,Typ,0,,Attchd,1950.0,Unf,2,528.0,,TA,Y,21.01067509250086,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2008.0,WD,Normal,1
20.0,RL,75.0,13702.852579354478,Pave,,IR3,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,6.0,5.0,1963.0,1954.0,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,PConc,Gd,TA,No,LwQ,307.7117852345687,Unf,0.0,0.0,1008.0,GasA,TA,Y,SBrkr,980.0,0.0,0.0,1026.0,1,1,1,0,2,1,TA,5,Typ,1,,Attchd,,RFn,2,600.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,2008.0,New,Normal,0
